Gm16088	ENSMUST00000160944
Gm26206	ENSMUST00000082908
Xkr4	ENSMUST00000162897
Xkr4	ENSMUST00000159265
Xkr4	ENSMUST00000070533
Gm1992	ENSMUST00000161581
Gm22848	ENSMUST00000157708
Rp1	ENSMUST00000027032
Sox17	ENSMUST00000027035
Sox17	ENSMUST00000116652
Gm22307	ENSMUST00000180019
Gm6085	ENSMUST00000182774
Gm25493	ENSMUST00000157375
Mrpl15	ENSMUST00000130201
Mrpl15	ENSMUST00000156816
Mrpl15	ENSMUST00000045689
Mrpl15	ENSMUST00000115538
Mrpl15	ENSMUST00000146665
Mrpl15	ENSMUST00000132625
Lypla1	ENSMUST00000134384
Lypla1	ENSMUST00000027036
Lypla1	ENSMUST00000155020
Lypla1	ENSMUST00000119612
Lypla1	ENSMUST00000137887
Lypla1	ENSMUST00000115529
Lypla1	ENSMUST00000150971
Lypla1	ENSMUST00000131119
Lypla1	ENSMUST00000141278
Tcea1	ENSMUST00000081551
Tcea1	ENSMUST00000165720
Gm6104	ENSMUST00000078030
Rgs20	ENSMUST00000118000
Rgs20	ENSMUST00000002533
Rgs20	ENSMUST00000119256
Rgs20	ENSMUST00000170566
Rgs20	ENSMUST00000147158
Rgs20	ENSMUST00000156289
Rgs20	ENSMUST00000133521
Gm17100	ENSMUST00000168963
Gm16041	ENSMUST00000144339
Gm17101	ENSMUST00000169520
Atp6v1h	ENSMUST00000044369
Oprk1	ENSMUST00000160777
Oprk1	ENSMUST00000027038
Oprk1	ENSMUST00000160339
Oprk1	ENSMUST00000159083
Gm22463	ENSMUST00000175274
Npbwr1	ENSMUST00000044180
Rb1cc1	ENSMUST00000159906
Rb1cc1	ENSMUST00000160871
Rb1cc1	ENSMUST00000027040
Rb1cc1	ENSMUST00000162210
Rb1cc1	ENSMUST00000160062
Rb1cc1	ENSMUST00000162795
Rb1cc1	ENSMUST00000161327
Rb1cc1	ENSMUST00000159802
Rb1cc1	ENSMUST00000162257
Rb1cc1	ENSMUST00000159206
Rb1cc1	ENSMUST00000159661
Rb1cc1	ENSMUST00000161183
Rb1cc1	ENSMUST00000159349
Rb1cc1	ENSMUST00000159530
Rb1cc1	ENSMUST00000162418
Rb1cc1	ENSMUST00000159656
4732440D04Rik	ENSMUST00000159618
4732440D04Rik	ENSMUST00000097832
Fam150a	ENSMUST00000133144
St18	ENSMUST00000140079
St18	ENSMUST00000131494
St18	ENSMUST00000043578
St18	ENSMUST00000139756
St18	ENSMUST00000131467
St18	ENSMUST00000150761
St18	ENSMUST00000151281
St18	ENSMUST00000124167
St18	ENSMUST00000155921
St18	ENSMUST00000139838
St18	ENSMUST00000163727
St18	ENSMUST00000132207
St18	ENSMUST00000142304
St18	ENSMUST00000151015
St18	ENSMUST00000126379
St18	ENSMUST00000130338
Pcmtd1	ENSMUST00000061280
Pcmtd1	ENSMUST00000182114
Pcmtd1	ENSMUST00000182306
Pcmtd1	ENSMUST00000182823
Pcmtd1	ENSMUST00000182675
Pcmtd1	ENSMUST00000182388
Pcmtd1	ENSMUST00000182892
Pcmtd1	ENSMUST00000183204
Gm26983	ENSMUST00000182051
Gm9826	ENSMUST00000029124
Gm23274	ENSMUST00000104056
Gm26901	ENSMUST00000181554
Sntg1	ENSMUST00000132064
Sntg1	ENSMUST00000140295
Sntg1	ENSMUST00000140302
Sntg1	ENSMUST00000115484
Sntg1	ENSMUST00000135046
